key,dataset,video_id,object_id,expression_id,description_type,expression,prompt_method,prompt,candidate_count,oracle_track_id,oracle_J,oracle_F,oracle_J_and_F,recall_at_0_3,recall_at_0_5,recall_at_0_7,candidate_metrics
long_rvos/7caa203c75/2/5/raw_expression,long_rvos,7caa203c75,2,5,hybrid,A boy in a blue sweater lies on the floor playing with a toy.,raw_expression,A boy in a blue sweater lies on the floor playing with a toy.,7,4,0.3530771615920202,0.3462514610722681,0.34966431133214415,1,0,0,"[{""track_id"":0,""confidence"":0.8987342119216919,""J"":0.2686268641309126,""F"":0.24647915273397822,""J_and_F"":0.2575530084324454},{""track_id"":1,""confidence"":0.7104072570800781,""J"":0.046069353667392884,""F"":0.04293212989445168,""J_and_F"":0.04450074178092228},{""track_id"":2,""confidence"":0.9726027250289917,""J"":0.059700215122551456,""F"":0.047409098833286534,""J_and_F"":0.053554656977918995},{""track_id"":3,""confidence"":0.9569892287254333,""J"":0.20822038158194167,""F"":0.1980824434785929,""J_and_F"":0.2031514125302673},{""track_id"":4,""confidence"":0.8865247964859009,""J"":0.3530771615920202,""F"":0.3462514610722681,""J_and_F"":0.34966431133214415},{""track_id"":5,""confidence"":0.9569892287254333,""J"":0.05676816619607227,""F"":0.04225572802382574,""J_and_F"":0.04951194710994901},{""track_id"":6,""confidence"":0.8202247023582458,""J"":0.046522451063405884,""F"":0.046875,""J_and_F"":0.04669872553170294}]"
long_rvos/7caa203c75/2/5/concept,long_rvos,7caa203c75,2,5,hybrid,A boy in a blue sweater lies on the floor playing with a toy.,concept,boy,7,4,0.35300679472441,0.34606778892992474,0.34953729182716736,1,0,0,"[{""track_id"":0,""confidence"":0.941605806350708,""J"":0.26862055118510103,""F"":0.246613203953033,""J_and_F"":0.25761687756906704},{""track_id"":1,""confidence"":0.7968254089355469,""J"":0.04602760637237075,""F"":0.04241793141979082,""J_and_F"":0.04422276889608079},{""track_id"":2,""confidence"":0.9649122953414917,""J"":0.05969347971258112,""F"":0.04732840489234558,""J_and_F"":0.05351094230246335},{""track_id"":3,""confidence"":0.9609756469726562,""J"":0.20821244577697484,""F"":0.19797860057982347,""J_and_F"":0.20309552317839916},{""track_id"":4,""confidence"":0.8947368264198303,""J"":0.35300679472441,""F"":0.34606778892992474,""J_and_F"":0.34953729182716736},{""track_id"":5,""confidence"":0.9452055096626282,""J"":0.05676663867884089,""F"":0.04232128505616924,""J_and_F"":0.049543961867505065},{""track_id"":6,""confidence"":0.7264957427978516,""J"":0.06034583059421685,""F"":0.05621759165055787,""J_and_F"":0.058281711122387364}]"
long_rvos/7caa203c75/2/5/qwen_concept,long_rvos,7caa203c75,2,5,hybrid,A boy in a blue sweater lies on the floor playing with a toy.,qwen_concept,boy,7,4,0.35300679472441,0.34606778892992474,0.34953729182716736,1,0,0,"[{""track_id"":0,""confidence"":0.941605806350708,""J"":0.26862055118510103,""F"":0.246613203953033,""J_and_F"":0.25761687756906704},{""track_id"":1,""confidence"":0.7968254089355469,""J"":0.04602760637237075,""F"":0.04241793141979082,""J_and_F"":0.04422276889608079},{""track_id"":2,""confidence"":0.9649122953414917,""J"":0.05969347971258112,""F"":0.04732840489234558,""J_and_F"":0.05351094230246335},{""track_id"":3,""confidence"":0.9609756469726562,""J"":0.20821244577697484,""F"":0.19797860057982347,""J_and_F"":0.20309552317839916},{""track_id"":4,""confidence"":0.8947368264198303,""J"":0.35300679472441,""F"":0.34606778892992474,""J_and_F"":0.34953729182716736},{""track_id"":5,""confidence"":0.9452055096626282,""J"":0.05676663867884089,""F"":0.04232128505616924,""J_and_F"":0.049543961867505065},{""track_id"":6,""confidence"":0.7264957427978516,""J"":0.06034583059421685,""F"":0.05621759165055787,""J_and_F"":0.058281711122387364}]"
long_rvos/7caa203c75/2/2/raw_expression,long_rvos,7caa203c75,2,2,static,"A young boy wearing a blue sweater, on the floor.",raw_expression,"A young boy wearing a blue sweater, on the floor.",7,0,0.28347328673250854,0.25999518881790395,0.2717342377752062,0,0,0,"[{""track_id"":0,""confidence"":0.96875,""J"":0.28347328673250854,""F"":0.25999518881790395,""J_and_F"":0.2717342377752062},{""track_id"":1,""confidence"":0.9883041381835938,""J"":0.07267144040213648,""F"":0.05640298784652431,""J_and_F"":0.06453721412433039},{""track_id"":2,""confidence"":0.941605806350708,""J"":0.2014599515077016,""F"":0.19787397846657626,""J_and_F"":0.19966696498713893},{""track_id"":3,""confidence"":0.9532163739204407,""J"":0.2103853978084648,""F"":0.20393196859615437,""J_and_F"":0.20715868320230957},{""track_id"":4,""confidence"":0.9843749403953552,""J"":0.16683936328359283,""F"":0.16425782672311384,""J_and_F"":0.16554859500335334},{""track_id"":5,""confidence"":0.96875,""J"":0.05676251143255459,""F"":0.04229082038871615,""J_and_F"":0.04952666591063537},{""track_id"":6,""confidence"":0.9179486632347107,""J"":0.06031014265855668,""F"":0.05610749839434811,""J_and_F"":0.05820882052645239}]"
long_rvos/7caa203c75/2/2/concept,long_rvos,7caa203c75,2,2,static,"A young boy wearing a blue sweater, on the floor.",concept,young boy,10,4,0.3530300465421214,0.3461908110040257,0.3496104287730736,1,0,0,"[{""track_id"":0,""confidence"":0.9532163739204407,""J"":0.26864023058424047,""F"":0.2467719522438274,""J_and_F"":0.25770609141403394},{""track_id"":1,""confidence"":0.8904109597206116,""J"":0.04603728535738582,""F"":0.042583585028722885,""J_and_F"":0.04431043519305435},{""track_id"":2,""confidence"":0.976608157157898,""J"":0.05970038905440755,""F"":0.04742508385307247,""J_and_F"":0.053562736453740004},{""track_id"":3,""confidence"":0.976608157157898,""J"":0.20823700764796144,""F"":0.19808733850272855,""J_and_F"":0.203162173075345},{""track_id"":4,""confidence"":0.9259259104728699,""J"":0.3530300465421214,""F"":0.3461908110040257,""J_and_F"":0.3496104287730736},{""track_id"":5,""confidence"":0.7064220309257507,""J"":0.03125,""F"":0.03125,""J_and_F"":0.03125},{""track_id"":6,""confidence"":0.9532163739204407,""J"":0.04314414783548198,""F"":0.03525217246627918,""J_and_F"":0.03919816015088058},{""track_id"":7,""confidence"":0.9569892287254333,""J"":0.04277184157028382,""F"":0.03531958822615032,""J_and_F"":0.039045714898217065},{""track_id"":8,""confidence"":0.8632478713989258,""J"":0.045080265707168554,""F"":0.040875738825783374,""J_and_F"":0.04297800226647597},{""track_id"":9,""confidence"":0.8400000333786011,""J"":0.046500199064397334,""F"":0.04664656432748538,""J_and_F"":0.04657338169594136}]"
long_rvos/7caa203c75/2/2/qwen_concept,long_rvos,7caa203c75,2,2,static,"A young boy wearing a blue sweater, on the floor.",qwen_concept,boy,7,4,0.35300679472441,0.34606778892992474,0.34953729182716736,1,0,0,"[{""track_id"":0,""confidence"":0.941605806350708,""J"":0.26862055118510103,""F"":0.246613203953033,""J_and_F"":0.25761687756906704},{""track_id"":1,""confidence"":0.7968254089355469,""J"":0.04602760637237075,""F"":0.04241793141979082,""J_and_F"":0.04422276889608079},{""track_id"":2,""confidence"":0.9649122953414917,""J"":0.05969347971258112,""F"":0.04732840489234558,""J_and_F"":0.05351094230246335},{""track_id"":3,""confidence"":0.9609756469726562,""J"":0.20821244577697484,""F"":0.19797860057982347,""J_and_F"":0.20309552317839916},{""track_id"":4,""confidence"":0.8947368264198303,""J"":0.35300679472441,""F"":0.34606778892992474,""J_and_F"":0.34953729182716736},{""track_id"":5,""confidence"":0.9452055096626282,""J"":0.05676663867884089,""F"":0.04232128505616924,""J_and_F"":0.049543961867505065},{""track_id"":6,""confidence"":0.7264957427978516,""J"":0.06034583059421685,""F"":0.05621759165055787,""J_and_F"":0.058281711122387364}]"
long_rvos/7bdbd4f32f/1/1/raw_expression,long_rvos,7bdbd4f32f,1,1,dynamic,The girl is sitting on the table and playing with her father.,raw_expression,The girl is sitting on the table and playing with her father.,2,0,0.9510734473266175,0.9466412406581761,0.9488573439923969,1,1,1,"[{""track_id"":0,""confidence"":0.8827838897705078,""J"":0.9510734473266175,""F"":0.9466412406581761,""J_and_F"":0.9488573439923969},{""track_id"":2,""confidence"":0.6683937907218933,""J"":0.0,""F"":0.0,""J_and_F"":0.0}]"
long_rvos/7bdbd4f32f/1/1/concept,long_rvos,7bdbd4f32f,1,1,dynamic,The girl is sitting on the table and playing with her father.,concept,girl,5,1,0.7859257853128573,0.7738759840139979,0.7799008846634277,1,1,1,"[{""track_id"":0,""confidence"":0.7852349281311035,""J"":0.03022003086137776,""F"":0.031099283695564733,""J_and_F"":0.030659657278471246},{""track_id"":1,""confidence"":0.6717948913574219,""J"":0.7859257853128573,""F"":0.7738759840139979,""J_and_F"":0.7799008846634277},{""track_id"":2,""confidence"":0.7538461089134216,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":3,""confidence"":null,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":4,""confidence"":0.7344398498535156,""J"":0.0,""F"":0.0,""J_and_F"":0.0}]"
long_rvos/7bdbd4f32f/1/1/qwen_concept,long_rvos,7bdbd4f32f,1,1,dynamic,The girl is sitting on the table and playing with her father.,qwen_concept,girl,5,1,0.7859257853128573,0.7738759840139979,0.7799008846634277,1,1,1,"[{""track_id"":0,""confidence"":0.7852349281311035,""J"":0.03022003086137776,""F"":0.031099283695564733,""J_and_F"":0.030659657278471246},{""track_id"":1,""confidence"":0.6717948913574219,""J"":0.7859257853128573,""F"":0.7738759840139979,""J_and_F"":0.7799008846634277},{""track_id"":2,""confidence"":0.7538461089134216,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":3,""confidence"":null,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":4,""confidence"":0.7344398498535156,""J"":0.0,""F"":0.0,""J_and_F"":0.0}]"
long_rvos/7bdbd4f32f/1/3/raw_expression,long_rvos,7bdbd4f32f,1,3,dynamic,The girl in white is holding a spoon and laughing continuously,raw_expression,The girl in white is holding a spoon and laughing continuously,1,0,0.03031403495184935,0.03095703675282995,0.03063553585233965,0,0,0,"[{""track_id"":0,""confidence"":0.675126850605011,""J"":0.03031403495184935,""F"":0.03095703675282995,""J_and_F"":0.03063553585233965}]"
long_rvos/7bdbd4f32f/1/3/concept,long_rvos,7bdbd4f32f,1,3,dynamic,The girl in white is holding a spoon and laughing continuously,concept,girl,5,1,0.7859257853128573,0.7738759840139979,0.7799008846634277,1,1,1,"[{""track_id"":0,""confidence"":0.7852349281311035,""J"":0.03022003086137776,""F"":0.031099283695564733,""J_and_F"":0.030659657278471246},{""track_id"":1,""confidence"":0.6717948913574219,""J"":0.7859257853128573,""F"":0.7738759840139979,""J_and_F"":0.7799008846634277},{""track_id"":2,""confidence"":0.7538461089134216,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":3,""confidence"":null,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":4,""confidence"":0.7344398498535156,""J"":0.0,""F"":0.0,""J_and_F"":0.0}]"
long_rvos/7bdbd4f32f/1/3/qwen_concept,long_rvos,7bdbd4f32f,1,3,dynamic,The girl in white is holding a spoon and laughing continuously,qwen_concept,girl,5,1,0.7859257853128573,0.7738759840139979,0.7799008846634277,1,1,1,"[{""track_id"":0,""confidence"":0.7852349281311035,""J"":0.03022003086137776,""F"":0.031099283695564733,""J_and_F"":0.030659657278471246},{""track_id"":1,""confidence"":0.6717948913574219,""J"":0.7859257853128573,""F"":0.7738759840139979,""J_and_F"":0.7799008846634277},{""track_id"":2,""confidence"":0.7538461089134216,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":3,""confidence"":null,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":4,""confidence"":0.7344398498535156,""J"":0.0,""F"":0.0,""J_and_F"":0.0}]"
long_rvos/7bdbd4f32f/1/12/raw_expression,long_rvos,7bdbd4f32f,1,12,hybrid,A girl in white clothes sitting on a table plays with her father.,raw_expression,A girl in white clothes sitting on a table plays with her father.,1,0,0.950629645089501,0.9466972211940228,0.9486634331417618,1,1,1,"[{""track_id"":0,""confidence"":0.921951174736023,""J"":0.950629645089501,""F"":0.9466972211940228,""J_and_F"":0.9486634331417618}]"
long_rvos/7bdbd4f32f/1/12/concept,long_rvos,7bdbd4f32f,1,12,hybrid,A girl in white clothes sitting on a table plays with her father.,concept,girl,5,1,0.7859257853128573,0.7738759840139979,0.7799008846634277,1,1,1,"[{""track_id"":0,""confidence"":0.7852349281311035,""J"":0.03022003086137776,""F"":0.031099283695564733,""J_and_F"":0.030659657278471246},{""track_id"":1,""confidence"":0.6717948913574219,""J"":0.7859257853128573,""F"":0.7738759840139979,""J_and_F"":0.7799008846634277},{""track_id"":2,""confidence"":0.7538461089134216,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":3,""confidence"":null,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":4,""confidence"":0.7344398498535156,""J"":0.0,""F"":0.0,""J_and_F"":0.0}]"
long_rvos/7bdbd4f32f/1/12/qwen_concept,long_rvos,7bdbd4f32f,1,12,hybrid,A girl in white clothes sitting on a table plays with her father.,qwen_concept,girl,5,1,0.7859257853128573,0.7738759840139979,0.7799008846634277,1,1,1,"[{""track_id"":0,""confidence"":0.7852349281311035,""J"":0.03022003086137776,""F"":0.031099283695564733,""J_and_F"":0.030659657278471246},{""track_id"":1,""confidence"":0.6717948913574219,""J"":0.7859257853128573,""F"":0.7738759840139979,""J_and_F"":0.7799008846634277},{""track_id"":2,""confidence"":0.7538461089134216,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":3,""confidence"":null,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":4,""confidence"":0.7344398498535156,""J"":0.0,""F"":0.0,""J_and_F"":0.0}]"
long_rvos/7bdbd4f32f/1/13/raw_expression,long_rvos,7bdbd4f32f,1,13,hybrid,A girl in a white shirt holds a spoon and laughs near a boy in gray.,raw_expression,A girl in a white shirt holds a spoon and laughs near a boy in gray.,0,,0.0,0.0,0.0,0,0,0,[]
long_rvos/7bdbd4f32f/1/13/concept,long_rvos,7bdbd4f32f,1,13,hybrid,A girl in a white shirt holds a spoon and laughs near a boy in gray.,concept,girl,5,1,0.7859257853128573,0.7738759840139979,0.7799008846634277,1,1,1,"[{""track_id"":0,""confidence"":0.7852349281311035,""J"":0.03022003086137776,""F"":0.031099283695564733,""J_and_F"":0.030659657278471246},{""track_id"":1,""confidence"":0.6717948913574219,""J"":0.7859257853128573,""F"":0.7738759840139979,""J_and_F"":0.7799008846634277},{""track_id"":2,""confidence"":0.7538461089134216,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":3,""confidence"":null,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":4,""confidence"":0.7344398498535156,""J"":0.0,""F"":0.0,""J_and_F"":0.0}]"
long_rvos/7bdbd4f32f/1/13/qwen_concept,long_rvos,7bdbd4f32f,1,13,hybrid,A girl in a white shirt holds a spoon and laughs near a boy in gray.,qwen_concept,girl,5,1,0.7859257853128573,0.7738759840139979,0.7799008846634277,1,1,1,"[{""track_id"":0,""confidence"":0.7852349281311035,""J"":0.03022003086137776,""F"":0.031099283695564733,""J_and_F"":0.030659657278471246},{""track_id"":1,""confidence"":0.6717948913574219,""J"":0.7859257853128573,""F"":0.7738759840139979,""J_and_F"":0.7799008846634277},{""track_id"":2,""confidence"":0.7538461089134216,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":3,""confidence"":null,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":4,""confidence"":0.7344398498535156,""J"":0.0,""F"":0.0,""J_and_F"":0.0}]"
long_rvos/7bdbd4f32f/1/0/raw_expression,long_rvos,7bdbd4f32f,1,0,static,A baby wearing white clothes.,raw_expression,A baby wearing white clothes.,1,0,0.9192154015095656,0.9069588434039155,0.9130871224567405,1,1,1,"[{""track_id"":0,""confidence"":0.6521739363670349,""J"":0.9192154015095656,""F"":0.9069588434039155,""J_and_F"":0.9130871224567405}]"
long_rvos/7bdbd4f32f/1/0/concept,long_rvos,7bdbd4f32f,1,0,static,A baby wearing white clothes.,concept,baby,1,0,0.9491984411415914,0.9373951159882158,0.9432967785649036,1,1,1,"[{""track_id"":0,""confidence"":0.8241757750511169,""J"":0.9491984411415914,""F"":0.9373951159882158,""J_and_F"":0.9432967785649036}]"
long_rvos/7bdbd4f32f/1/0/qwen_concept,long_rvos,7bdbd4f32f,1,0,static,A baby wearing white clothes.,qwen_concept,baby,1,0,0.9491984411415914,0.9373951159882158,0.9432967785649036,1,1,1,"[{""track_id"":0,""confidence"":0.8241757750511169,""J"":0.9491984411415914,""F"":0.9373951159882158,""J_and_F"":0.9432967785649036}]"
long_rvos/7bdbd4f32f/1/2/raw_expression,long_rvos,7bdbd4f32f,1,2,static,"A baby wearing a white short-sleeved shirt, sitting to the right of a boy in a gray short-sleeved shirt",raw_expression,"A baby wearing a white short-sleeved shirt, sitting to the right of a boy in a gray short-sleeved shirt",1,0,0.02674826291111442,0.020622882411461346,0.02368557266128788,0,0,0,"[{""track_id"":0,""confidence"":0.6604774594306946,""J"":0.02674826291111442,""F"":0.020622882411461346,""J_and_F"":0.02368557266128788}]"
long_rvos/7bdbd4f32f/1/2/concept,long_rvos,7bdbd4f32f,1,2,static,"A baby wearing a white short-sleeved shirt, sitting to the right of a boy in a gray short-sleeved shirt",concept,baby,1,0,0.9491984411415914,0.9373951159882158,0.9432967785649036,1,1,1,"[{""track_id"":0,""confidence"":0.8241757750511169,""J"":0.9491984411415914,""F"":0.9373951159882158,""J_and_F"":0.9432967785649036}]"
long_rvos/7bdbd4f32f/1/2/qwen_concept,long_rvos,7bdbd4f32f,1,2,static,"A baby wearing a white short-sleeved shirt, sitting to the right of a boy in a gray short-sleeved shirt",qwen_concept,baby,1,0,0.9491984411415914,0.9373951159882158,0.9432967785649036,1,1,1,"[{""track_id"":0,""confidence"":0.8241757750511169,""J"":0.9491984411415914,""F"":0.9373951159882158,""J_and_F"":0.9432967785649036}]"
long_rvos/2683deffcb/1/1/raw_expression,long_rvos,2683deffcb,1,1,dynamic,A girl is playing with a ball in the yard.,raw_expression,A girl is playing with a ball in the yard.,6,0,0.8405349846980841,0.8661065104327388,0.8533207475654114,1,1,1,"[{""track_id"":0,""confidence"":0.9259259104728699,""J"":0.8405349846980841,""F"":0.8661065104327388,""J_and_F"":0.8533207475654114},{""track_id"":1,""confidence"":0.8632478713989258,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":2,""confidence"":0.9298245906829834,""J"":3.546809874959923e-05,""F"":0.0006101491987474673,""J_and_F"":0.00032280864874853325},{""track_id"":3,""confidence"":0.7344398498535156,""J"":0.0003057369753174336,""F"":0.010890193725263581,""J_and_F"":0.005597965350290507},{""track_id"":4,""confidence"":0.9298245906829834,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":5,""confidence"":null,""J"":0.0,""F"":0.0,""J_and_F"":0.0}]"
long_rvos/2683deffcb/1/1/concept,long_rvos,2683deffcb,1,1,dynamic,A girl is playing with a ball in the yard.,concept,girl,2,0,0.8392407698907711,0.8654270923928672,0.8523339311418192,1,1,1,"[{""track_id"":0,""confidence"":0.8987342119216919,""J"":0.8392407698907711,""F"":0.8654270923928672,""J_and_F"":0.8523339311418192},{""track_id"":1,""confidence"":0.921951174736023,""J"":0.00033033797854000976,""F"":0.012578046665106729,""J_and_F"":0.006454192321823369}]"
long_rvos/2683deffcb/1/1/qwen_concept,long_rvos,2683deffcb,1,1,dynamic,A girl is playing with a ball in the yard.,qwen_concept,girl,2,0,0.8392407698907711,0.8654270923928672,0.8523339311418192,1,1,1,"[{""track_id"":0,""confidence"":0.8987342119216919,""J"":0.8392407698907711,""F"":0.8654270923928672,""J_and_F"":0.8523339311418192},{""track_id"":1,""confidence"":0.921951174736023,""J"":0.00033033797854000976,""F"":0.012578046665106729,""J_and_F"":0.006454192321823369}]"
long_rvos/2683deffcb/1/5/raw_expression,long_rvos,2683deffcb,1,5,hybrid,A blonde girl plays with a ball in the yard.,raw_expression,A blonde girl plays with a ball in the yard.,7,0,0.840633936275657,0.8657745135813292,0.853204224928493,1,1,1,"[{""track_id"":0,""confidence"":0.9064327478408813,""J"":0.840633936275657,""F"":0.8657745135813292,""J_and_F"":0.853204224928493},{""track_id"":1,""confidence"":0.7264957427978516,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":2,""confidence"":null,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":3,""confidence"":0.6800000071525574,""J"":3.586840822817277e-05,""F"":0.0006264,""J_and_F"":0.0003311342041140864},{""track_id"":4,""confidence"":0.6995305418968201,""J"":0.00028143117763738593,""F"":0.010756886489896221,""J_and_F"":0.0055191588337668036},{""track_id"":5,""confidence"":0.7852349281311035,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":6,""confidence"":0.8827838897705078,""J"":0.0,""F"":0.0,""J_and_F"":0.0}]"
long_rvos/2683deffcb/1/5/concept,long_rvos,2683deffcb,1,5,hybrid,A blonde girl plays with a ball in the yard.,concept,blonde girl,4,2,0.5405876492543533,0.5439207538213048,0.5422542015378291,1,1,0,"[{""track_id"":0,""confidence"":0.6640419960021973,""J"":0.01214255677039529,""F"":0.009509762945816187,""J_and_F"":0.010826159858105738},{""track_id"":1,""confidence"":-10000.0,""J"":0.013820896258311732,""F"":0.014845472258283057,""J_and_F"":0.014333184258297394},{""track_id"":2,""confidence"":0.7575758099555969,""J"":0.5405876492543533,""F"":0.5439207538213048,""J_and_F"":0.5422542015378291},{""track_id"":3,""confidence"":0.7037037014961243,""J"":1.4835241552638927e-05,""F"":0.0005719369598373157,""J_and_F"":0.00029338610069497734}]"
long_rvos/2683deffcb/1/5/qwen_concept,long_rvos,2683deffcb,1,5,hybrid,A blonde girl plays with a ball in the yard.,qwen_concept,girl,2,0,0.8392407698907711,0.8654270923928672,0.8523339311418192,1,1,1,"[{""track_id"":0,""confidence"":0.8987342119216919,""J"":0.8392407698907711,""F"":0.8654270923928672,""J_and_F"":0.8523339311418192},{""track_id"":1,""confidence"":0.921951174736023,""J"":0.00033033797854000976,""F"":0.012578046665106729,""J_and_F"":0.006454192321823369}]"
long_rvos/2683deffcb/1/0/raw_expression,long_rvos,2683deffcb,1,0,static,A blonde girl.,raw_expression,A blonde girl.,1,0,0.485945459913265,0.49362793691072165,0.4897866984119933,1,0,0,"[{""track_id"":0,""confidence"":0.6604774594306946,""J"":0.485945459913265,""F"":0.49362793691072165,""J_and_F"":0.4897866984119933}]"
long_rvos/2683deffcb/1/0/concept,long_rvos,2683deffcb,1,0,static,A blonde girl.,concept,blonde girl,4,2,0.5405876492543533,0.5439207538213048,0.5422542015378291,1,1,0,"[{""track_id"":0,""confidence"":0.6640419960021973,""J"":0.01214255677039529,""F"":0.009509762945816187,""J_and_F"":0.010826159858105738},{""track_id"":1,""confidence"":-10000.0,""J"":0.013820896258311732,""F"":0.014845472258283057,""J_and_F"":0.014333184258297394},{""track_id"":2,""confidence"":0.7575758099555969,""J"":0.5405876492543533,""F"":0.5439207538213048,""J_and_F"":0.5422542015378291},{""track_id"":3,""confidence"":0.7037037014961243,""J"":1.4835241552638927e-05,""F"":0.0005719369598373157,""J_and_F"":0.00029338610069497734}]"
long_rvos/2683deffcb/1/0/qwen_concept,long_rvos,2683deffcb,1,0,static,A blonde girl.,qwen_concept,girl,2,0,0.8392407698907711,0.8654270923928672,0.8523339311418192,1,1,1,"[{""track_id"":0,""confidence"":0.8987342119216919,""J"":0.8392407698907711,""F"":0.8654270923928672,""J_and_F"":0.8523339311418192},{""track_id"":1,""confidence"":0.921951174736023,""J"":0.00033033797854000976,""F"":0.012578046665106729,""J_and_F"":0.006454192321823369}]"
long_rvos/8093ebd9a3/3/9/raw_expression,long_rvos,8093ebd9a3,3,9,dynamic,"The person sits at the edge of the tank, observes the surroundings and talks with a man.",raw_expression,"The person sits at the edge of the tank, observes the surroundings and talks with a man.",2,1,0.26953716731976546,0.43059361971286736,0.3500653935163164,1,0,0,"[{""track_id"":0,""confidence"":0.6800000071525574,""J"":0.09544421462294742,""F"":0.24304633207645573,""J_and_F"":0.16924527334970157},{""track_id"":1,""confidence"":0.6521739363670349,""J"":0.26953716731976546,""F"":0.43059361971286736,""J_and_F"":0.3500653935163164}]"
long_rvos/8093ebd9a3/3/9/concept,long_rvos,8093ebd9a3,3,9,dynamic,"The person sits at the edge of the tank, observes the surroundings and talks with a man.",concept,person,3,2,0.537562627596758,0.6699645528328755,0.6037635902148167,1,1,0,"[{""track_id"":0,""confidence"":0.7419355511665344,""J"":0.1646104238727865,""F"":0.49061508436139767,""J_and_F"":0.32761275411709206},{""track_id"":1,""confidence"":0.6640419960021973,""J"":0.09375,""F"":0.09375,""J_and_F"":0.09375},{""track_id"":2,""confidence"":0.675126850605011,""J"":0.537562627596758,""F"":0.6699645528328755,""J_and_F"":0.6037635902148167}]"
long_rvos/8093ebd9a3/3/9/qwen_concept,long_rvos,8093ebd9a3,3,9,dynamic,"The person sits at the edge of the tank, observes the surroundings and talks with a man.",qwen_concept,person,3,2,0.537562627596758,0.6699645528328755,0.6037635902148167,1,1,0,"[{""track_id"":0,""confidence"":0.7419355511665344,""J"":0.1646104238727865,""F"":0.49061508436139767,""J_and_F"":0.32761275411709206},{""track_id"":1,""confidence"":0.6640419960021973,""J"":0.09375,""F"":0.09375,""J_and_F"":0.09375},{""track_id"":2,""confidence"":0.675126850605011,""J"":0.537562627596758,""F"":0.6699645528328755,""J_and_F"":0.6037635902148167}]"
long_rvos/8093ebd9a3/3/14/raw_expression,long_rvos,8093ebd9a3,3,14,hybrid,"A man wearing camouflage clothing sits on the tank, looking around and chatting with friends.",raw_expression,"A man wearing camouflage clothing sits on the tank, looking around and chatting with friends.",2,1,0.23917146357104235,0.4080873148777859,0.3236293892244141,1,0,0,"[{""track_id"":0,""confidence"":0.7387754917144775,""J"":0.09520649969460918,""F"":0.24403418705504104,""J_and_F"":0.16962034337482512},{""track_id"":1,""confidence"":0.6683937907218933,""J"":0.23917146357104235,""F"":0.4080873148777859,""J_and_F"":0.3236293892244141}]"
long_rvos/8093ebd9a3/3/14/concept,long_rvos,8093ebd9a3,3,14,hybrid,"A man wearing camouflage clothing sits on the tank, looking around and chatting with friends.",concept,man,3,1,0.5693639012736758,0.6522231909328684,0.6107935461032721,1,1,0,"[{""track_id"":0,""confidence"":-1999.4348623752594,""J"":0.15102223963201863,""F"":0.171875,""J_and_F"":0.16144861981600933},{""track_id"":1,""confidence"":0.6683937907218933,""J"":0.5693639012736758,""F"":0.6522231909328684,""J_and_F"":0.6107935461032721},{""track_id"":2,""confidence"":0.6521739363670349,""J"":0.09548923796873421,""F"":0.26872676260757744,""J_and_F"":0.18210800028815582}]"
long_rvos/8093ebd9a3/3/14/qwen_concept,long_rvos,8093ebd9a3,3,14,hybrid,"A man wearing camouflage clothing sits on the tank, looking around and chatting with friends.",qwen_concept,man,3,1,0.5693639012736758,0.6522231909328684,0.6107935461032721,1,1,0,"[{""track_id"":0,""confidence"":-1999.4348623752594,""J"":0.15102223963201863,""F"":0.171875,""J_and_F"":0.16144861981600933},{""track_id"":1,""confidence"":0.6683937907218933,""J"":0.5693639012736758,""F"":0.6522231909328684,""J_and_F"":0.6107935461032721},{""track_id"":2,""confidence"":0.6521739363670349,""J"":0.09548923796873421,""F"":0.26872676260757744,""J_and_F"":0.18210800028815582}]"
